sample_name	cluster
TCGA-CJ-4876	4
TCGA-BP-5169	3
TCGA-BP-4166	1
TCGA-B0-4693	4
TCGA-B0-4818	4
TCGA-BP-4161	4
TCGA-MM-A563	3
TCGA-CZ-5461	3
TCGA-B8-5549	3
TCGA-CJ-4894	1
TCGA-BP-4327	4
TCGA-CW-5585	4
TCGA-BP-5176	4
TCGA-CJ-4895	3
TCGA-B8-4148	4
TCGA-CZ-4858	3
TCGA-B0-5702	1
TCGA-BP-4163	1
TCGA-BP-5178	3
TCGA-A3-A8OU	4
TCGA-A3-3319	3
TCGA-A3-A8OW	4
TCGA-A3-A8OX	1
TCGA-B0-4811	3
TCGA-A3-3385	4
TCGA-B0-5694	3
TCGA-CZ-5469	3
TCGA-CJ-4871	3
TCGA-B0-4819	1
TCGA-AK-3436	3
TCGA-CJ-4873	3
TCGA-B4-5844	4
TCGA-CJ-4901	3
TCGA-B0-4849	4
TCGA-CJ-4635	3
TCGA-CZ-4860	3
TCGA-CZ-5451	4
TCGA-B0-4814	4
TCGA-BP-5198	3
TCGA-AK-3447	2
TCGA-B4-5834	1
TCGA-BP-5182	1
TCGA-B0-5697	1
TCGA-BP-5173	4
TCGA-CJ-4907	1
TCGA-AK-3451	1
TCGA-A3-A6NJ	4
TCGA-B8-5159	4
TCGA-BP-4799	3
TCGA-B8-A54F	3
TCGA-CJ-4918	1
TCGA-B0-4699	2
TCGA-CJ-4902	1
TCGA-DV-5567	2
TCGA-A3-3311	3
TCGA-BP-5190	4
TCGA-CJ-4905	4
TCGA-AK-3433	2
TCGA-B8-A7U6	4
TCGA-CZ-5984	3
